"geneID","length"
"colgalt1.S",3314
"colgalt2.S",1974
"colq.S",4443
"commd1.L",1539
"commd1.S",1539
"commd10.L",3285
"commd10.S",3285
"commd2.L",1459
"commd2.S",1459
"commd3.L",2025
"commd3.S",2025
"commd4.L",1619
"commd4.S",1619
"commd5.L",2114
"commd6.S",1187
"commd8.S",2034
"commd9",4222
"comp.L",3579
"comp.S",3579
"comt.2.L",1692
"comt.2.S",1692
"comt.L",1256
"comt.S",1256
"copa.L",4038
"copb1.L",4921
"copb1.S",4921
"copb2.L",3034
"copb2.S",3034
"cope.L",1273
"cope.S",1273
"copg1.L",2988
"copg1.S",2988
"copg2.S",3444
"cops2.L",2190
"cops2.S",2190
"cops3.L",1676
"cops3.S",1676
"cops4.L",1678
"cops5.S",3745
"cops6.S",2071
"cops7b.L",2112
"cops7b.S",2112
"cops8.L",2031
"cops8.S",2031
"copz1.L",1732
"coq10a.L",1806
"coq10a.S",1806
"coq10b.L",2996
"coq2.L",2289
"coq3.L",1162
"coq4.L",2494
"coq5.L",1748
"coq6.L",1807
"coq6.S",1807
"coq7.L",1127
"coq9.L",1107
"coq9.S",1107
"coro1a.S",5602
"coro1c.L",3919
"coro1c.S",3919
"coro2a.L",2559
"coro2b.L",2722
"coro2b.S",2722
"coro6.L",2720
"coro6.S",2720
"coro7.S",4064
"COX1",1557
"cox10.L",5750
"cox10.S",5750
"cox11.L",1091
"cox15.S",3051
"cox16.L",768
"cox17.L",7697
"cox17.S",7697
"cox18.L",1460
"COX2",688
"COX3",784
"cox4i1.S",946
"cox4i2.L",1657
"cox4i2.S",1657
"cox5a.L",753
"cox5a.S",753
"cox5b.1.L",576
"cox5b.1.S",576
"cox5b.2.L",707
"cox6a1.L",1200
"cox6a1.S",1200
"cox6a2.L",581
"cox6b1.L",716
"cox6b1.S",716
"cox6c.L",1273
"cox7a2.L",538
"cox7a2.S",538
"cox7a2l.L",5321
"cox7c.L",919
"cox7c.S",919
"cpa1.L",1344
"cpa1.S",1344
"cpa3.L",1603
"cpa6.L",1761
"cpb1.S",1674
"cpb2.S",1491
"cpd.L",5865
"cpeb1.L",3150
"cpeb1.S",3150
"cpeb3.L",2398
"cpeb3.S",2398
"cpeb4.S",2718
"cped1.L",4648
"cped1.S",4648
"cplx1.L",1896
"cplx1.S",1896
"cplx2.L",1911
"cplx2.S",1911
"cplx3.L",1581
"cplx4.L",1112
"cpm.L",1666
"cpn1.S",1918
"cpne1.L",4522
"cpne1.S",4522
"cpne2.S",5757
"cpne3.L",1837
"cpne4.L",9022
"cpne7.S",3144
"cpne8.L",2151
"cpne8.S",2151
"cpped1.L",1719
"cpq.L",1773
"cps1.L",4875
"cps1.S",4875
"cpsf1.L",4530
"cpsf2.L",2656
"cpsf2.S",2656
"cpsf3.L",2393
"cpsf3.S",2393
"cpsf4.L",4789
"cpsf4.S",4789
"cpsf4l.S",2570
"cpsf6.S",2211
"cpsf7.L",4249
"cpsf7.S",4249
"cpt1a.L",8028
"cpt1a.S",8028
"cpt1b.L",2874
"cpt2.L",2227
"cpt2.S",2227
"cptp.L",1775
"cpvl.L",2487
"cpxm1.L",6116
"cpz.S",4102
"crabp1.S",844
"crabp2.L",4677
"cracr2a.L",2856
"cracr2a.S",2856
"cracr2b.L",2974
"cracr2b.S",2974
"cramp1.L",4469
"cramp1.S",4469
"crb1.L",5530
"crb2.S",8916
"crb3.L",886
"crbn.L",2208
"crcp.S",1535
"creb1.L",6937
"creb1.S",6937
"creb3.S",1925
"creb3l1.L",5916
"creb3l2.L",4069
"creb3l2.S",4069
"creb3l4.L",1794
"creb3l4.S",1794
"creb5.L",2195
"crebbp.L",15126
"crebbp.S",15126
"crebrf.L",2519
"crebrf.S",2519
"crebzf.S",5770
"creg1.L",576
"creg1.S",576
"creg2.L",2761
"creg2.S",2761
"creld1.L",2250
"creld2.L",1503
"creld2.S",1503
"crem.L",4568
"crem.S",4568
"crhbp.L",1247
"crhbp.S",1247
"crhr1.2.L",3651
"crhr1.2.S",3651
"crhr2.L",4844
"crhr2.S",4844
"crim1.L",4561
"crip1.L",683
"crip3.L",4464
"cript.S",1855
"crispld1.L",3207
"crispld1.S",3207
"crispld2.L",4358
"crispld2.S",4358
"crk.L",1866
"crkl.L",2863
"crkl.S",2863
"crlf3.L",4166
"crls1.S",3409
"crmp1.L",7101
"crmp1.S",7101
"crnkl1.L",6335
"crnkl1.S",6335
"crocc.L",10614
"crot.S",6402
"crp.1.L",1845
"crp.4.L",5410
"crtac1.L",2671
"crtam.L",2838
"crtap.L",2315
"crtap.S",2315
"crtc1.S",3007
"crtc2.L",4044
"crtc2.S",4044
"crtc3.S",4003
"crx.L",2142
"crx.S",2142
"cry-dash.L",1530
"cry1.L",3712
"cry2.L",4132
"cry2.S",4132
"cry4.L",2123
"cryaa.S",469
"cryab.L",941
"cryba1.L",826
"cryba1.S",826
"cryba2.S",1002
"cryba4.L",684
"crybb1.L",851
"crybb1.S",851
"crybb2.L",929
"crybb2.S",929
"crybb3.L",946
"crybb3.S",946
"crygn.S",686
"cryl1.L",2243
"crym.L",3006
"crym.S",3006
"cryz.L",2082
"cryzl1.L",1342
"cs.L",3140
"cs.S",3140
"csdc2.L",7858
"csdc2.S",7858
"csde1.L",4085
"csde1.S",4085
"cse1l.L",6631
"cse1l.S",6631
"csf2rb.S",3093
"csf3r.L",3699
"csgalnact1.L",3098
"csgalnact1.S",3098
"csgalnact2.L",4348
"csk.L",2920
"csk.S",2920
"csmd1.L",12049
"csmd2.L",11807
"csnk1a1",2880
"csnk1a1.L",2880
"csnk1d.L",1943
"csnk1d.S",1943
"csnk1g1.L",3764
"csnk1g1.S",3764
"csnk1g2.L",2806
"csnk1g3.L",4421
"csnk1g3.S",4421
"csnk2a1.L",1797
"csnk2a1.S",1797
"csnk2a2.L",2067
"csnk2a2.S",2067
"csnk2b.L",1944
"csnk2b.S",1944
"cspg5.L",6257
"cspg5.S",6257
"cspp1.L",5041
"csrnp1.L",6379
"csrnp1.S",6379
"csrnp2.L",2687
"csrnp2.S",2687
"csrnp3.S",2543
"csrp1.L",1215
"csrp2.L",980
"csrp2.S",980
"csrp3.L",4658
"cst7.L",5462
"cstf1",5634
"cstf1.S",5634
"cstf2.L",2288
"cstf3.S",3387
"ctbp1.L",4777
"ctbp1.S",4777
"ctbp2.S",4013
"ctbs.L",1267
"ctbs.S",1267
"ctcf.L",10198
"ctcf.S",10198
"ctdnep1.L",2532
"ctdnep1.S",2532
"ctdp1.L",4426
"ctdp1.S",4426
"ctdsp2.L",3577
"ctdspl.L",7681
"ctdspl.S",7681
"ctdspl2.L",2908
"ctdspl2.S",2908
"ctgfl.L",1560
"cth.L",1574
"ctif.L",2935
"ctif.S",2935
"ctla4.L",1344
"ctla4.S",1344
"ctnna1.L",4049
"ctnna1.S",4049
"ctnna2.S",4244
"ctnnal1.S",3482
"ctnnb1.L",5205
"ctnnb1.S",5205
"ctnnbl1.L",7466
"ctnnbl1.S",7466
"ctnnd1.L",3218
"ctnnd1.S",3218
"ctns.L",1801
"ctps1.L",2156
"ctps1.S",2156
"ctps2.L",2766
"ctr9.L",8715
"ctr9.S",8715
"ctrb2.L",4644
"ctrc.L",3793
"ctsa.L",2440
"ctsb.L",2257
"ctsb.S",2257
"ctsc.L",1988
"ctsc.S",1988
"ctsd.S",5587
"ctse.L",1736
"ctse.S",1736
"ctsg.S",1031
"ctsh.L",1367
"ctsk.L",4435
"ctsl.L",1589
"ctso.L",2176
"ctss.L",1802
"ctss.S",1802
"ctsv.L",1427
"ctsv.S",1427
"ctsw.L",1787
"ctsz.L",4181
"ctsz.S",4181
"cttn",3596
"cttn.L",3596
"cttnbp2.S",8505
"ctu1.L",1761
"ctu2.L",1999
"ctxn1.S",4622
"cuedc1.L",3189
"cuedc1.S",3189
"cuedc2.L",2649
"cuedc2.S",2649
"cul1.L",4559
"cul1.S",4559
"cul2.L",3673
"cul2.S",3673
"cul3.L",2966
"cul3.S",2966
"cul4a.L",3991
"cul4a.S",3991
"cul4b.L",5557
"cul4b.S",5557
"cul5.L",2746
"cuta.L",730
"cutc.L",1852
"cux2.L",6742
"cuzd1.L",3450
"cwc15.L",1036
"cwc15.S",1036
"cwc22.L",3258
"cwc22.S",3258
"cwc25.L",3979
"cwc25.S",3979
"cwc27.S",1890
"cwf19l1.L",2312
"cwf19l2.L",3174
"cxadr.L",3112
"cxadr.S",3112
"cxcl12.L",2981
"cxcl14.L",2874
"cxcr3.L",1421
"cxcr4.L",3626
"cxcr4.S",3626
"cxcr5.L",1803
"cxorf38.L",2634
"cxxc1.S",4982
"cxxc4.L",6262
"cxxc4.S",6262
"cyb561.L",1497
"cyb5a.L",1865
"cyb5a.S",1865
"cyb5b.L",1653
"cyb5b.S",1653
"cyb5d1.L",1806
"cyb5d2.L",1089
"cyb5d2.S",1089
"cyb5r2.S",3278
"cyb5r3.L",4896
"cyb5r4.L",2356
"cyb5r4.S",2356
"cyba.L",960
"cyba.S",960
"cybb.L",1903
"cybrd1.L",1174
"cybrd1.S",1174
"cyc1.L",1371
"cyc1.S",1371
"cycs.L",713
"cycs.S",713
"cyct.L",1648
"cyfip1.L",4421
"cyfip1.S",4421
"cyfip2.L",5656
"cyfip2.S",5656
"cygb.L",2715
"cyhr1.L",6606
"cyhr1.S",6606
"cyld.L",6354
"cyld.S",6354
"cyp11a1.S",2393
"cyp17a1.L",2383
"cyp19a1.L",2407
"cyp1a1.L",2925
"cyp1a1.S",2925
"cyp1b1.L",7359
"cyp1b1.S",7359
"cyp1c1.L",3548
"cyp1d1.S",2013
"cyp21a2.1.L",2629
"cyp24a1.L",4707
"cyp26a1.L",1794
"cyp26a1.S",1794
"cyp26b1.L",6557
"cyp26c1.L",2101
"cyp26c1.S",2101
"cyp27b1.L",2724
"cyp2c8.2.L",1781
"cyp2c8.2.S",1781
"cyp2d6.L",3690
"cyp2d6.S",3690
"cyp2e1.L",2750
"cyp2j2.L",7056
"cyp2r1.L",5575
"cyp2r1.S",5575
"cyp2u1.L",2960
"cyp39a1.L",1738
"cyp3a5.L",6861
"cyp4b1.L",2295
"cyp4f2.L",3677
"cyp51a1.L",2174
"cyp7b1.L",3160
"cyp7b1.S",3160
"cysltr1.L",3164
"cysltr1.S",3164
"cystm1.L",2230
"cystm1.S",2230
"CYTB",1142
"cyth1.S",2143
"cyth2.L",2714
"cytip.L",1403
"cytl1.L",1274
"cyyr1.L",2768
"d2hgdh.S",2784
"daam1.L",4065
"daam1.S",4065
"daam2.S",7469
"dab2.L",4886
"dab2.S",4886
"dab2ip.L",8597
"dach1.L",4117
"dach1.S",4117
"dach2.L",3001
"dact1.L",3410
"dact1.S",3410
"dact3.L",753
"dact3.S",753
"dad1.L",722
"dad1.S",722
"dag1.L",3396
"dag1.S",3396
"dagla.L",12137
"dagla.S",12137
"daglb.S",4815
"dalrd3.L",2348
"dand5.L",2350
"dand5.S",2350
"dao.L",2549
"dap.L",2271
"dap.S",2271
"dap3.L",1657
"dapk1.L",6577
"dapk1.S",6577
"dapk2.L",1816
"dapk3.L",1952
"dapk3.S",1952
"dapl1.L",1133
"dapl1.S",1133
"dapp1.L",2936
"darmin.L",1593
"dars2.L",2735
"daw1.L",2103
"daw1.S",2103
"daxx.L",3848
"dazap1.L",1974
"dazap1.S",1974
"dazap2.L",866
"dazap2.S",866
"dazl.L",1896
"dbf4.L",5894
"dbf4b.L",4308
"dbh.S",4172
"dbi.L",1239
"dbi.S",1239
"dbn1.L",3417
"dbn1.S",3417
"dbndd1.L",680
"dbndd1.S",680
"dbnl.L",2599
"dbnl.S",2599
"dbp.L",2123
"dbp.S",2123
"dbr1.L",2639
"dbr1.S",2639
"dbt.L",2502
"dbx1.L",4062
"dbx1.S",4062
"dbx2.L",1522
"dcaf10.L",1959
"dcaf10.S",1959
"dcaf11.L",3336
"dcaf12.L",2151
"dcaf12.S",2151
"dcaf13.L",2059
"dcaf13.S",2059
"dcaf15.L",2175
"dcaf15.S",2175
"dcaf17.L",2222
"dcaf4.L",2434
"dcaf5.L",4117
"dcaf5.S",4117
"dcaf6.L",3071
"dcaf6.S",3071
"dcaf7.S",1692
"dcaf8.S",2964
"dcakd.L",2174
"dcakd.S",2174
"dcbld1.S",2847
"dcbld2.L",3432
"dcbld2.S",3432
"dcc",5388
"dcdc2.L",2464
"dcdc2.S",2464
"dcdc2b.L",1900
"dcdc2b.S",1900
"dchs1.L",15141
"dck.1.L",3852
"dck.2.L",1766
"dclk2.L",4343
"dclre1a.L",4046
"dclre1b.L",1869
"dclre1c.S",2176
"dcn.L",2825
"dcn.S",2825
"dcp1a.S",2655
"dcp1b.L",2767
"dcp2.L",2189
"dcp2.S",2189
"dcps.L",1127
"dcps.S",1127
"dct.L",1882
"dct.S",1882
"dctd.L",1540
"dctn2.L",4581
"dctn2.S",4581
"dctn3.L",1111
"dctn3.S",1111
"dctn4.L",2790
"dctn4.S",2790
"dctn5.S",1020
"dctn6.L",1412
"dctpp1.L",1541
"dcun1d1.L",2124
"dcun1d1.S",2124
"dcun1d2.L",3794
"dcun1d2.S",3794
"dcun1d3.L",11196
"dcun1d3.S",11196
"dcun1d5.L",2580
"dcun1d5.S",2580
"dcx.L",11720
"dcx.S",11720
"dcxr.L",1868
"dda1",2732
"dda1.L",2732
"ddah1.L",7233
"ddb1.S",8003
"ddb2.L",5995
"ddc.L",1732
"ddhd1.L",3350
"ddhd1.S",3350
"ddhd2.S",2817
"ddi2.L",4977
"ddit3.L",1496
"ddit3.S",1496
"ddit4.L",1619
"ddit4.S",1619
"ddit4l.L",1048
"ddit4l.S",1048
"ddo.L",2116
"ddost.S",3703
"ddr1.L",3812
"ddr1.S",3812
"ddr2.L",10135
"ddr2.S",10135
"ddt.L",1348
"ddt.S",1348
"ddx1.L",3420
"ddx10.L",4032
"ddx17.L",4296
"ddx19b.L",5556
"ddx19b.S",5556
"ddx20.L",2814
"ddx21.L",2524
"ddx23.S",3025
"ddx24.L",2951
"ddx25.L",2465
"ddx27.L",3028
"ddx31.L",4363
"ddx31.S",4363
"ddx39a.S",1678
"ddx39b.L",1876
"ddx3x.L",2801
"ddx3x.S",2801
"ddx4.L",3169
"ddx41.L",2249
"ddx42.L",3386
"ddx42.S",3386
"ddx43.L",2249
"ddx46.L",3512
"ddx47.L",1707
"ddx47.S",1707
"ddx49.L",3423
"ddx49.S",3423
"ddx5.L",2500
"ddx51.L",2808
"ddx52.L",2455
"ddx52.S",2455
"ddx54.L",3094
"ddx55.S",2203
"ddx56.L",3066
"ddx56.S",3066
"ddx59.L",3046
"ddx6.L",2693
"ddx6.S",2693
"ddx60.S",10019
"decr2.L",1504
"dedd.L",2102
"dedd.S",2102
"dedd2.L",7554
"dedd2.S",7554
"def6.L",2749
"def8.L",2045
"def8.S",2045
"degs1.L",4497
"degs2.L",1951
"degs3.L",2223
"degs3.S",2223
"dek.L",2041
"dennd1a.S",7794
"dennd1b.L",7085
"dennd1c.L",5760
"dennd1c.S",5760
"dennd2a.L",5867
"dennd2a.S",5867
"dennd2c.L",5655
"dennd2c.S",5655
"dennd2d.S",2962
"dennd3.L",6923
"dennd4b.L",5304
"dennd4c.L",7668
"dennd4c.S",7668
"dennd5a.L",8071
"dennd5a.S",8071
"dennd5b.L",6968
"dennd6b.L",2068
"denr.L",938
"depdc1b.L",2505
"depdc4.L",2658
"depdc7.L",4221
"depdc7.S",4221
"deptor.L",3336
"dera.S",3877
"derl2.S",2059
"des.1.L",3906
"des.1.S",3906
"des.2.L",1599
"des.2.S",1599
"desi1.L",3124
"desi1.S",3124
"desi2.L",10517
"desi2.S",10517
"det1.L",3765
"dffb.S",2874
"dgat1.L",2366
"dgat2.L",3073
"dgcr2.S",2957
"dgcr6.S",1442
"dgcr8.L",2947
"dgka.L",2393
"dgka.S",2393
"dgkb.L",3878
"dgkb.S",3878
"dgke.L",2842
"dgke.S",2842
"dgkq.L",3688
"dgkq.S",3688
"dguok.L",3644
"dguok.S",3644
"dhcr24.L",2369
"dhcr24.S",2369
"dhcr7.L",4741
"dhcr7.S",4741
"dhdds.L",1651
"dhdds.S",1651
"dhdh-like.1.L",1325
"dhfr.L",1792
"dhfr.S",1792
"dhh.L",4357
"dhh.S",4357
"dhodh.L",1547
"dhps.S",1589
"dhrs11.S",2782
"dhrs12.L",2087
"dhrs13.L",2312
"dhrs3.L",2149
"dhrs3.S",2149
"dhrs7.L",2109
"dhrs7b.L",2931
"dhrs7c.S",7678
"dhrs9.L",1694
"dhrsx.L",1345
"dhtkd1.L",3477
"dhx15.L",5708
"dhx15.S",5708
"dhx16.S",3277
"dhx29.L",4363
"dhx30.L",8281
"dhx30.S",8281
"dhx32.L",2639
"dhx32.S",2639
"dhx33.L",2164
"dhx34.L",3660
"dhx35.L",5069
"dhx35.S",5069
"dhx37.L",4025
"dhx37.S",4025
"dhx38.L",4538
"dhx58.L",3762
"dhx58.S",3762
"dhx8.S",4108
"dhx9.L",4048
"diablo.L",2772
"diaph1.L",3709
"diaph2.S",3129
"dicer1.L",6001
"dicer1.S",6001
"dimt1.L",2126
"dio1.L",1267
"dio3.L",11283
"dip2a.S",6021
"dip2c.S",11019
"diras1.S",10194
"diras2.L",6888
"diras2.S",6888
"diras3.L",2382
"diras3.S",2382
"dis3.L",3220
"dis3l.L",3729
"dis3l2.L",4189
"dis3l2.S",4189
"disp2.L",6424
"disp2.S",6424
"dixdc1.L",3109
"dixdc1.S",3109
"dkc1.L",2103
"dkk1.L",1441
"dkk1.S",1441
"dkk2.L",1661
"dkk2.S",1661
"dkk3.L",4787
"dlat.L",2201
"dlc.L",3062
"dlc1.L",5406
"dlc1.S",5406
"dld.S",1895
"dlec1.L",6265
"dlg3.S",5575
"dlgap1.S",3403
"dlgap3.S",3290
"dlgap4.S",6052
"dlgap5.L",3343
"dlgap5.S",3343
"dlk2.L",4570
"dlk2.S",4570
"dll1.L",3554
"dll4.L",3664
"dlst.S",2065
"dlx2.L",2467
"dlx2.S",2467
"dlx3.L",1896
"dlx3.S",1896
"dlx4.L",3741
"dlx5.L",1372
"dlx5.S",1372
"dlx6.L",3417
"dlx6.S",3417
"dmap1.L",2098
"dmbt1.S",5457
"dmbx1.L",2131
"dmbx1.S",2131
"dmc1.L",2970
"dmgdh.L",3027
"dmpk.L",8142
"dmrt1.L",1709
"dmrt1.S",1709
"dmrt2.L",2081
"dmrt2.S",2081
"dmrt3.L",2541
"dmrta1.L",1637
"dmrta1.S",1637
"dmrta2.L",2576
"dmrta2.S",2576
"dmtn.L",2757
"dna2.S",5594
"dnaaf1.S",4959
"dnaaf2.L",3018
"dnaaf3.L",1791
"dnaaf5.L",3628
"dnaaf5.S",3628
"dnah1.L",12866
"dnah11.L",13801
"dnah12.L",12175
"dnah14.L",13681
"dnah3.S",13448
"dnah5.S",14395
"dnah7.L",12207
"dnah9.S",13644
"dnai1.L",2667
"dnai2.S",2277
"dnaja1.L",2397
"dnaja1.S",2397
"dnaja2.L",2745
"dnaja2.S",2745
"dnaja3.L",2500
"dnaja4.1.L",1741
"dnaja4.1.S",1741
"dnaja4.2.S",1979
"dnajb1.L",3015
"dnajb1.S",3015
"dnajb12.L",3170
"dnajb12.S",3170
"dnajb13.S",1313
"dnajb14.L",2147
"dnajb14.S",2147
"dnajb2.L",5356
"dnajb2.S",5356
"dnajb4.L",2696
"dnajb4.S",2696
"dnajb5.L",2418
"dnajb6.L",12478
"dnajb6.S",12478
"dnajb9.L",3341
"dnajb9.S",3341
"dnajc1.L",5493
"dnajc1.S",5493
"dnajc10.L",3777
"dnajc10.S",3777
"dnajc11.S",2985
"dnajc12.L",3148
"dnajc12.S",3148
"dnajc13.L",8468
"dnajc13.S",8468
"dnajc15.L",2323
"dnajc16.L",7090
"dnajc16.S",7090
"dnajc17.L",1403
"dnajc17.S",1403
"dnajc18.S",2752
"dnajc19.L",3469
"dnajc2.S",2043
"dnajc21.L",2036
"dnajc22.L",1451
"dnajc22.S",1451
"dnajc25.S",2715
"dnajc27.L",4111
"dnajc27.S",4111
"dnajc28.L",2228
"dnajc3.L",2144
"dnajc30.L",8377
"dnajc4.L",3126
"dnajc5.S",4370
"dnajc5b.L",866
"dnajc5b.S",866
"dnajc5g.L",1964
"dnajc6.S",7822
"dnajc7.L",4788
"dnajc7.S",4788
"dnajc8.L",1147
"dnajc8.S",1147
"dnajc9.L",1568
"dnal1.L",1756
"dnal4.L",1647
"dnal4.S",1647
"dnali1.L",1177
"dnali1.S",1177
"dnase1l1.S",1579
"dnase1l2.L",2422
"dnase1l3.L",1607
"dnase1l3.S",1607
"dnase2.L",2069
"dnase2b.S",1396
"dnd1.L",1986
"dner.L",3045
"dner.S",3045
"dnlz.S",2579
"dnm1.L",3484
"dnm1l.S",1932
"dnm2.L",2960
"dnmbp.L",4990
"dnmt1.L",5031
"dnmt1.S",5031
"dnpep.L",2983
"dnpep.S",2983
"dntt.L",2760
"dnttip1.L",2071
"dnttip1.S",2071
"dnttip2.L",3678
"dnz1.L",1619
"doc2a.L",5611
"doc2a.S",5611
"doc2b.L",1640
"dock1.L",6833
"dock1.S",6833
"dock10.L",7331
"dock10.S",7331
"dock11.L",7157
"dock2.L",6190
"dock3.S",7647
"dock4.L",7797
"dock5.L",6256
"dock7.L",7113
"dock7.S",7113
"dohh.L",2062
"dok1.L",2903
"dok1.S",2903
"dok2.L",2720
"dok2.S",2720
"dok4.L",1738
"dok4.S",1738
"dok5.S",2383
"dok6.L",2849
"dok6.S",2849
"dok7.L",7067
"dok7.S",7067
"dolk.S",4182
"dolpp1.L",2085
"donson.L",2819
"dot1l.L",4611
"dpagt1.L",1797
"dpcd.L",961
"dpcd.S",961
"dpep2.L",3010
"dpepe.L",1230
"dpf2.L",8058
"dpf3.L",5573
"dph1.L",2806
"dph2.L",2769
"dph3.L",972
"dph5.S",1755
"dph6.L",2978
"dph7.L",3754
"dpm1.S",934
"dpm2.L",946
"dpm2.S",946
"dpm3.L",279
"dpp10.L",4240
"dpp10.S",4240
"dpp3.L",5575
"dpp3.S",5575
"dpp8.L",3637
"dpp8.S",3637
"dpp9.L",3659
"dpt",1830
"dpt.S",1830
"dpy19l1.L",6449
"dpy19l3.L",3472
"dpy19l4.S",3641
"dpy30.L",728
"dpy30.S",728
"dpyd.L",4914
"dpyd.S",4914
"dpys.L",2115
"dpys.S",2115
"dpysl2.L",3607
"dpysl3.L",2763
"dpysl3.S",2763
"dpysl4.L",3888
"dpysl5.L",2755
"dpysl5.S",2755
"dqx1.L",4378
"dr1.S",1846
"dram1.S",2770
"drap1.L",3867
"drap1.S",3867
"drc1.L",3064
"drc3.L",2062
"drd1.L",4834
"drd1.S",4834
"drd1c.L",4420
"drd2.L",2990
"drd2.S",2990
"drd4.L",2397
"drg2.S",5049
"drgx.L",2408
"drosha.L",4386
"drosha.S",4386
"drp2.L",5763
"dscam.L",13248
"dscaml1.L",6384
"dscaml1.S",6384
"dscc1.L",1964
"dse.L",3588
"dse.S",3588
"dsel.L",14454
"dsg2.L",4647
"dsg2.S",4647
"dsn1.L",3500
"dsp.L",10029
"dsp.S",10029
"dst.L",23598
"dstn.L",3140
"dstn.S",3140
"dstyk.S",3168
"dtd1.L",2460
"dtd2.L",873
"dthd1.L",2947
"dtl.L",6562
"dtl.S",6562
"dtna.L",3218
"dtna.S",3218
"dtnb.L",2602
"dtnbp1",2011
"dtnbp1.S",2011
"dtwd1.L",1505
"dtwd2.L",1596
"dtx1.L",3419
"dtx1.S",3419
"dtx3.L",1746
"dtx3.S",1746
"dtx4.L",6618
"dtymk.L",2003
"dtymk.S",2003
"duox2.L",4775
"duoxa1.L",2585
"duoxa1.S",2585
"dus1l.L",2317
"dus2.L",12144
"dus3l.L",2106
"dusp1.L",2023
"dusp1.S",2023
"dusp10.2.L",6581
"dusp10.2.S",6581
"dusp10.L",4920
"dusp10.S",4920
"dusp11.2.L",2984
"dusp11.2.S",2984
"dusp11.L",2870
"dusp11.S",2870
"dusp12.L",4148
"dusp14.L",5409
"dusp14.S",5409
"dusp16.L",5606
"dusp16.S",5606
"dusp18.L",2567
"dusp19.L",1874
"dusp22.L",2276
"dusp22.S",2276
"dusp22a.L",1047
"dusp23.L",1617
"dusp4.L",2500
"dusp4.S",2500
"dusp5.L",4035
"dusp5.S",4035
"dusp6.L",2574
"dusp6.S",2574
"dusp7.L",2766
"dut.L",870
"dvl1.L",5789
"dvl2.L",3215
"dvl3.L",3404
"dxo.L",2837
"dydc1.L",1125
"dym.L",2853
"dync1h1.L",16798
"dync1i2.S",2665
"dync1li1.L",6535
"dync1li1.S",6535
"dync1li2.L",2333
"dync1li2.S",2333
"dync2h1.L",13101
"dync2li1.S",2503
"dynll1.L",812
"dynll1.S",812
"dynlrb1.S",4960
"dynlrb2.L",5875
"dynlt1.L",1152
"dynlt3.L",1341
"dyrk1a.2.L",2827
"dyrk1a.2.S",2827
"dyrk1a.L",11440
"dyrk3.L",10945
"dyrk3.S",10945
"dzank1.L",5254
"dzip1.L",6155
"dzip1.S",6155
"dzip1l.L",4139
"dzip1l.S",4139
"e2f1.L",6115
"e2f3.L",2159
"e2f3.S",2159
"e2f4.L",1835
"e2f4.S",1835
"e2f5.S",3530
"e2f6.L",2952
"e2f6.S",2952
"e2f7.L",4273
"e2f8.L",4961
"e4f1.L",3177
"e4f1.S",3177
"eaf1.L",5646
"eaf1.S",5646
"eaf2.L",10546
"eaf2.S",10546
"eapp.L",1598
"ears2.L",4868
"ebag9.L",1424
"ebag9.S",1424
"ebf2.L",2415
"ebf2.S",2415
"ebf3.L",6613
"ebf3.S",6613
"ebi3.S",1723
"ebpl.S",1257
"ecd.S",2527
"ece1.L",6022
"ece1.S",6022
"ece2.L",3242
"ece2.S",3242
"ecel1.L",3667
"ech1.L",1794
"echdc1.L",1836
"echdc2.L",1274
"echdc3.L",2790
"echs1.L",1327
"eci1.L",1228
"eci2.L",1678
"ecm1.L",1548
"ecm1.S",1548
"ecsit.S",2156
"ect2.L",4014
"ect2.S",4014
"eda.L",3048
"eda.S",3048
"eda2r.L",1535
"edar.L",2632
"edar.S",2632
"edaradd.L",5186
"edc3.L",2122
"edc3.S",2122
"edc4.L",9188
"edem1.L",2935
"edem1.S",2935
"edem3.L",4382
"edem3.S",4382
"edf1.L",663
"edf1.S",663
"edil3.L",2405
"edn1.L",2231
"edn1.S",2231
"edn2.L",1991
"edn2.S",1991
"edn3.L",3850
"ednra.L",3780
"ednra.S",3780
"ednrb.S",3397
"ednrb2.L",3142
"ednrb2.S",3142
"edrf1.S",4975
"eea1.L",7765
"eea1.S",7765
"eed.L",1907
"eed.S",1907
"eef1a1.L",2189
"eef1a1o.L",1584
"eef1a1o.S",1584
"eef1a2.L",2826
"eef1a2.S",2826
"eef1b2.L",1046
"eef1d.L",3100
"eef1e1.L",1095
"eef1g.L",3033
"eef1g.S",3033
"eef2.2.L",3022
"eef2k.L",7226
"eef2kmt.L",4629
"eefsec.S",3496
"eepd1.L",2392
"efcab1.S",5928
"efcab10.L",742
"efcab14.L",2522
"efcab14.S",2522
"efcab2.L",982
"efcab5.S",4642
"efcab7.L",2473
"efemp1.S",2680
"efemp2.L",3346
"efhb.L",1865
"efhc1.L",2007
"efhc2.L",2417
"efhc2.S",2417
"efhd1.L",2742
"efhd1.S",2742
"efhd2.L",1291
"efhd2.S",1291
"efl1.L",4747
"efl1.S",4747
"efna1.L",1221
"efna1.S",1221
"efna2.L",1151
"efna3.L",370
"efna4.L",1507
"efna5.L",3775
"efnb1.L",1733
"efnb2.L",4556
"efnb2.S",4556
"efnb3.L",3267
"efr3a.L",3049
"efr3b.L",4105
"efs.L",3065
"efs.S",3065
"eftud2.L",3350
"eftud2.S",3350
"egf.S",4777
"egfl6.L",2876
"egfl6.S",2876
